unique_id	gene	category	length	cluster
B081746	ENSG00000196139	NIC	204	B081746
B091730	ENSG00000196139	NNC	172	B091730
B004032	ENSG00000138768	FSM	962	B004032
B054495	ENSG00000138768	NIC	305	B054495
B045499	ENSG00000138768	NNC	348	B045499
B076371	ENSG00000291237	FSM	222	B081152
B090382	ENSG00000291237	NIC	176	B090382
B093588	ENSG00000291237	NNC	166	B093588
B115337	ENSG00000012048	FSM	90	B115337
B044846	ENSG00000012048	NIC	351	B044846
B084648	ENSG00000012048	NNC	195	B084648
B050676	ENSG00000182054	FSM	322	B065970
B067818	ENSG00000182054	NIC	252	B069826
B053297	ENSG00000182054	NNC	311	B053297
B064549	ENSG00000166133	FSM	264	B064549
B030024	ENSG00000166133	NIC	446	B030024
B051224	ENSG00000166133	NNC	320	B051224
B074860	ENSG00000109790	FSM	227	B074860
B068432	ENSG00000109790	NIC	250	B068432
B047061	ENSG00000109790	NNC	340	B047061
B069479	ENSG00000138821	FSM	246	B069479
B049230	ENSG00000138821	NIC	329	B060441
B030639	ENSG00000138821	NNC	442	B030639
B020831	ENSG00000122884	FSM	534	B025229
B025228	ENSG00000122884	NIC	488	B025229
B046712	ENSG00000122884	NNC	342	B050163
B059520	ENSG00000125347	FSM	284	B059520
B056199	ENSG00000125347	NIC	298	B059520
B071051	ENSG00000125347	NNC	241	B071912
B025204	ENSG00000135127	FSM	488	B019497
B074895	ENSG00000135127	NIC	227	B078214
B063133	ENSG00000135127	NNC	270	B063133
B098459	ENSG00000130226	FSM	149	B100229
B041566	ENSG00000130226	NIC	369	B041566
B055158	ENSG00000130226	NNC	303	B067212
B035749	ENSG00000100983	FSM	405	B035749
B071557	ENSG00000100983	NIC	239	B081727
B073936	ENSG00000100983	NNC	231	B073936
B035910	ENSG00000114302	FSM	404	B040970
B062782	ENSG00000114302	NIC	271	B072471
B068487	ENSG00000114302	NNC	250	B073507
B089047	ENSG00000183255	FSM	180	B098284
B114901	ENSG00000183255	NIC	92	B114901
B112438	ENSG00000183255	NNC	101	B114410
B053153	ENSG00000102096	FSM	311	B056692
B101284	ENSG00000102096	NIC	140	B101284
B066119	ENSG00000102096	NNC	259	B066119
B052211	ENSG00000128872	FSM	315	B046027
B079259	ENSG00000128872	NIC	212	B079259
B107244	ENSG00000128872	NNC	119	B107244
B080711	ENSG00000183878	FSM	207	B087396
B060801	ENSG00000183878	NIC	279	B060801
B102308	ENSG00000183878	NNC	137	B102308
B057325	ENSG00000100445	FSM	293	B064389
B088870	ENSG00000100445	NIC	181	B088870
B054807	ENSG00000100445	NNC	304	B064389
B086223	ENSG00000133703	FSM	189	B095554
B112865	ENSG00000133703	NIC	99	B107289
B094719	ENSG00000133703	NNC	162	B085232
B062208	ENSG00000126261	FSM	273	B065152
B055949	ENSG00000126261	NIC	299	B055949
B101991	ENSG00000126261	NNC	138	B101991
B055220	ENSG00000113552	FSM	302	B067046
B082588	ENSG00000113552	NIC	201	B085248
B060444	ENSG00000113552	NNC	281	B067046
B066719	ENSG00000101266	FSM	256	B066719
B049898	ENSG00000101266	NIC	326	B049898
B088052	ENSG00000101266	NNC	184	B088052
B048975	ENSG00000170264	FSM	330	B048975
B095295	ENSG00000170264	NIC	160	B095295
B108152	ENSG00000170264	NNC	116	B108152
B085642	ENSG00000111596	FSM	191	B085642
B038583	ENSG00000111596	NIC	387	B026952
B045613	ENSG00000111596	NNC	347	B045613
B052430	ENSG00000109066	FSM	314	B057156
B100918	ENSG00000109066	NIC	141	B100918
B064503	ENSG00000109066	NNC	265	B078044
B079494	ENSG00000052723	FSM	211	B080685
B099149	ENSG00000052723	NIC	147	B094502
B111900	ENSG00000052723	NNC	103	B111900
B080675	ENSG00000175832	FSM	207	B078271
B055947	ENSG00000175832	NIC	299	B064627
B112126	ENSG00000175832	NNC	102	B112126
B046095	ENSG00000164190	FSM	344	B046377
B043542	ENSG00000164190	NIC	358	B043542
B037251	ENSG00000164190	NNC	396	B037251
B058508	ENSG00000100519	FSM	288	B064479
B055469	ENSG00000100519	NIC	301	B055469
B072240	ENSG00000100519	NNC	237	B072240
B043134	ENSG00000164823	FSM	360	B043134
B049518	ENSG00000164823	NIC	328	B049518
B079395	ENSG00000164823	NNC	212	B080708
B086279	ENSG00000175274	FSM	189	B086769
B097061	ENSG00000175274	NIC	154	B097061
B095687	ENSG00000175274	NNC	159	B095687
B053753	ENSG00000153786	FSM	308	B053753
B094088	ENSG00000153786	NIC	164	B094088
B080944	ENSG00000153786	NNC	207	B080944
B069473	ENSG00000108654	FSM	246	B069473
B055476	ENSG00000108654	NIC	301	B062246
B076285	ENSG00000108654	NNC	223	B076285
B078701	ENSG00000101412	FSM	214	B079673
B058331	ENSG00000101412	NIC	289	B058331
B065265	ENSG00000101412	NNC	262	B079673
B046509	ENSG00000143376	FSM	342	B046509
B077678	ENSG00000143376	NIC	218	B082764
B072259	ENSG00000143376	NNC	237	B072259
B018127	ENSG00000136040	FSM	568	B022431
B082056	ENSG00000136040	NIC	203	B082056
B077099	ENSG00000136040	NNC	220	B067047
B069177	ENSG00000142530	FSM	247	B075086
B062516	ENSG00000142530	NIC	272	B077302
B076586	ENSG00000142530	NNC	222	B084462
B003265	ENSG00000126562	FSM	1020	B003265
B055029	ENSG00000126562	NIC	303	B062094
B092674	ENSG00000126562	NNC	169	B092674
B090924	ENSG00000197721	FSM	174	B093296
B050970	ENSG00000197721	NIC	321	B050970
B050026	ENSG00000197721	NNC	326	B050026
B015377	ENSG00000051382	FSM	610	B015377
B049265	ENSG00000051382	NIC	329	B049265
B066384	ENSG00000051382	NNC	258	B066384
B058544	ENSG00000129158	FSM	288	B058544
B066571	ENSG00000129158	NIC	257	B073729
B080926	ENSG00000129158	NNC	207	B080926
B022062	ENSG00000185404	FSM	520	B017314
B057872	ENSG00000185404	NIC	291	B057872
B074465	ENSG00000185404	NNC	229	B085226
B036697	ENSG00000095951	FSM	399	B041656
B033728	ENSG00000095951	NIC	419	B033728
B084049	ENSG00000095951	NNC	197	B084049
B070531	ENSG00000133116	FSM	242	B070531
B096701	ENSG00000133116	NIC	155	B096701
B032894	ENSG00000133116	NNC	425	B032894
B059277	ENSG00000213722	FSM	285	B066104
B060069	ENSG00000213722	NIC	282	B060069
B052596	ENSG00000213722	NNC	314	B060069
B047559	ENSG00000159128	FSM	337	B049899
B097954	ENSG00000159128	NIC	151	B097954
B047256	ENSG00000159128	NNC	339	B049899
B094841	ENSG00000189067	FSM	161	B094841
B112578	ENSG00000189067	NIC	100	B112873
B112972	ENSG00000189067	NNC	99	B112972
B032956	ENSG00000161558	FSM	424	B035992
B068649	ENSG00000161558	NIC	249	B074809
B058926	ENSG00000161558	NNC	287	B058926
B026448	ENSG00000166006	FSM	476	B033610
B059299	ENSG00000166006	NIC	285	B074381
B077705	ENSG00000166006	NNC	218	B077705
B042593	ENSG00000167792	FSM	363	B032866
B091972	ENSG00000167792	NIC	171	B091972
B074550	ENSG00000167792	NNC	229	B074550
B013695	ENSG00000154162	FSM	639	B012714
B027087	ENSG00000154162	NIC	471	B027087
B040876	ENSG00000154162	NNC	373	B040876
B003529	ENSG00000154822	FSM	1001	B003939
B085794	ENSG00000154822	NIC	191	B074761
B101043	ENSG00000154822	NNC	141	B106620
B109112	ENSG00000162869	FSM	112	B109112
B057674	ENSG00000162869	NIC	292	B057674
B063989	ENSG00000162869	NNC	267	B073259
B033122	ENSG00000110888	FSM	423	B027911
B070975	ENSG00000110888	NIC	241	B070975
B008641	ENSG00000110888	NNC	758	B006423
B072021	ENSG00000145439	FSM	237	B082710
B085460	ENSG00000145439	NIC	192	B091994
B082710	ENSG00000145439	NNC	201	B082710
B090600	ENSG00000087086	FSM	175	B095689
B103246	ENSG00000087086	NIC	133	B103246
B096010	ENSG00000087086	NNC	158	B096010
B052003	ENSG00000177106	FSM	316	B053072
B094081	ENSG00000177106	NIC	164	B094081
B070185	ENSG00000177106	NNC	244	B076063
B084737	ENSG00000198730	FSM	194	B084737
B042270	ENSG00000198730	NIC	365	B042270
B031200	ENSG00000198730	NNC	438	B031200
B058773	ENSG00000291073	FSM	287	B058773
B058124	ENSG00000291073	NIC	290	B058124
B084249	ENSG00000291073	NNC	196	B085203
B055658	ENSG00000152904	FSM	300	B055658
B106926	ENSG00000152904	NIC	120	B109305
B093303	ENSG00000152904	NNC	167	B098492
B115605	ENSG00000176715	FSM	89	B115605
B053176	ENSG00000176715	NIC	311	B058222
B083307	ENSG00000176715	NNC	199	B083307
B056892	ENSG00000124713	FSM	295	B066166
B072373	ENSG00000124713	NIC	236	B072373
B085317	ENSG00000124713	NNC	193	B085317
B056120	ENSG00000167962	FSM	298	B056120
B035811	ENSG00000167962	NIC	405	B035811
B063727	ENSG00000167962	NNC	268	B078435
B072044	ENSG00000099840	FSM	237	B081400
B096127	ENSG00000099840	NIC	157	B102404
B079369	ENSG00000099840	NNC	212	B091098
B088112	ENSG00000213337	FSM	183	B096685
B061998	ENSG00000213337	NIC	274	B061998
B085298	ENSG00000213337	NNC	193	B085546
B069741	ENSG00000204580	FSM	245	B069741
B057443	ENSG00000204580	NIC	293	B057443
B063750	ENSG00000204580	NNC	268	B063750
B052222	ENSG00000167555	FSM	315	B052222
B103247	ENSG00000167555	NIC	133	B099672
B111575	ENSG00000167555	NNC	104	B115015
B020085	ENSG00000176105	FSM	543	B026363
B047602	ENSG00000176105	NIC	337	B039530
B085896	ENSG00000176105	NNC	191	B085896
B084408	ENSG00000148444	FSM	195	B089306
B100091	ENSG00000148444	NIC	144	B107654
B084613	ENSG00000148444	NNC	195	B089306
B086292	ENSG00000241553	FSM	189	B097134
B092574	ENSG00000241553	NIC	169	B102198
B076908	ENSG00000241553	NNC	221	B076908
B058515	ENSG00000183010	FSM	288	B051324
B070050	ENSG00000183010	NIC	244	B077821
B101084	ENSG00000183010	NNC	141	B101084
B044788	ENSG00000008256	FSM	351	B040992
B052518	ENSG00000008256	NIC	314	B052518
B074231	ENSG00000008256	NNC	230	B075898
B111940	ENSG00000108389	FSM	102	B113815
B087929	ENSG00000108389	NIC	184	B087929
B109901	ENSG00000108389	NNC	110	B109901
B088423	ENSG00000140931	FSM	182	B098153
B105234	ENSG00000140931	NIC	126	B105234
B074508	ENSG00000140931	NNC	229	B074508
B102633	ENSG00000290989	FSM	135	B109128
B108083	ENSG00000290989	NIC	116	B111500
B091176	ENSG00000290989	NNC	174	B091176
B063798	ENSG00000113048	FSM	267	B063798
B054309	ENSG00000113048	NIC	306	B048629
B084982	ENSG00000113048	NNC	194	B092849
B085654	ENSG00000168256	FSM	191	B096047
B060773	ENSG00000168256	NIC	279	B060773
B109051	ENSG00000168256	NNC	113	B114119
B059535	ENSG00000174165	FSM	284	B068307
B065502	ENSG00000174165	NIC	261	B065502
B075443	ENSG00000174165	NNC	226	B084500
B059280	ENSG00000104221	FSM	285	B059280
B077041	ENSG00000104221	NIC	220	B077041
B039384	ENSG00000104221	NNC	382	B039384
B054232	ENSG00000186063	FSM	306	B069361
B064368	ENSG00000186063	NIC	265	B064368
B055155	ENSG00000186063	NNC	303	B069361
B055205	ENSG00000029639	FSM	302	B055205
B058603	ENSG00000029639	NIC	288	B058603
B061175	ENSG00000029639	NNC	278	B061175
B041306	ENSG00000276293	FSM	370	B046178
B066533	ENSG00000276293	NIC	257	B073861
B058171	ENSG00000276293	NNC	290	B058171
B022443	ENSG00000125651	FSM	516	B025118
B028328	ENSG00000125651	NIC	460	B025118
B024655	ENSG00000125651	NNC	494	B025118
B018177	ENSG00000179941	FSM	567	B018177
B035009	ENSG00000179941	NIC	410	B035009
B037235	ENSG00000179941	NNC	396	B037235
B077536	ENSG00000172175	FSM	218	B077536
B052710	ENSG00000172175	NIC	313	B058415
B048689	ENSG00000172175	NNC	332	B048689
B058776	ENSG00000101751	FSM	287	B058776
B060279	ENSG00000101751	NIC	281	B044849
B094131	ENSG00000101751	NNC	164	B094131
B092495	ENSG00000164182	FSM	169	B092495
B113422	ENSG00000164182	NIC	97	B114233
B102850	ENSG00000164182	NNC	135	B102850
B062738	ENSG00000189409	FSM	271	B062738
B063031	ENSG00000189409	NIC	270	B067742
B079085	ENSG00000189409	NNC	213	B079085
B073714	ENSG00000124588	FSM	231	B085035
B078748	ENSG00000124588	NIC	214	B085562
B050655	ENSG00000124588	NNC	323	B050655
B012353	ENSG00000147324	FSM	667	B013167
B007585	ENSG00000147324	NIC	793	B005361
B018587	ENSG00000147324	NNC	562	B013167
B081017	ENSG00000132639	FSM	206	B082969
B100318	ENSG00000132639	NIC	143	B100318
B073015	ENSG00000132639	NNC	234	B082969
B043876	ENSG00000145569	FSM	356	B043876
B070343	ENSG00000145569	NIC	243	B083540
B051891	ENSG00000145569	NNC	317	B065326
B024789	ENSG00000177054	FSM	492	B029539
B056486	ENSG00000177054	NIC	297	B056486
B054158	ENSG00000177054	NNC	307	B043000
B074849	ENSG00000091640	FSM	227	B079101
B091288	ENSG00000091640	NIC	173	B091288
B075606	ENSG00000091640	NNC	225	B079101
B049168	ENSG00000088340	FSM	329	B049168
B057171	ENSG00000088340	NIC	294	B047382
B050805	ENSG00000088340	NNC	322	B050805
B015702	ENSG00000066279	FSM	605	B015702
B098292	ENSG00000066279	NIC	150	B098292
B093005	ENSG00000066279	NNC	168	B093005
B062446	ENSG00000100532	FSM	272	B075388
B054777	ENSG00000100532	NIC	304	B054777
B063136	ENSG00000100532	NNC	270	B075388
B089372	ENSG00000155621	FSM	179	B095273
B106884	ENSG00000155621	NIC	120	B106884
B086162	ENSG00000155621	NNC	190	B086162
B048187	ENSG00000112242	FSM	334	B039580
B065459	ENSG00000112242	NIC	261	B065459
B080280	ENSG00000112242	NNC	209	B080280
B076364	ENSG00000174796	FSM	222	B089057
B088838	ENSG00000174796	NIC	181	B091425
B099017	ENSG00000174796	NNC	148	B100799
B007616	ENSG00000072121	FSM	791	B007616
B060765	ENSG00000072121	NIC	279	B060765
B049570	ENSG00000072121	NNC	328	B049570
B037938	ENSG00000102054	FSM	391	B038151
B057194	ENSG00000102054	NIC	294	B065010
B100449	ENSG00000102054	NNC	143	B100767
B110245	ENSG00000128581	FSM	108	B110245
B097389	ENSG00000128581	NIC	153	B097389
B102299	ENSG00000128581	NNC	137	B102299
B048985	ENSG00000112763	FSM	330	B048985
B072720	ENSG00000112763	NIC	235	B073607
B053740	ENSG00000112763	NNC	309	B053740
B063273	ENSG00000148672	FSM	269	B070577
B037975	ENSG00000148672	NIC	391	B037975
B045307	ENSG00000148672	NNC	349	B045307
B055926	ENSG00000132840	FSM	299	B055926
B067093	ENSG00000132840	NIC	255	B067093
B097811	ENSG00000132840	NNC	152	B097811
B033974	ENSG00000164038	FSM	417	B026745
B068434	ENSG00000164038	NIC	250	B068434
B059470	ENSG00000164038	NNC	285	B066097
B049874	ENSG00000167588	FSM	326	B052939
B068991	ENSG00000167588	NIC	248	B075230
B042681	ENSG00000167588	NNC	363	B042681
B064831	ENSG00000171503	FSM	263	B064831
B082354	ENSG00000171503	NIC	202	B082354
B093885	ENSG00000171503	NNC	165	B093885
B057129	ENSG00000165637	FSM	294	B059766
B082334	ENSG00000165637	NIC	202	B087271
B085930	ENSG00000165637	NNC	191	B086823
B038100	ENSG00000103148	FSM	390	B027629
B087858	ENSG00000103148	NIC	184	B096119
B057463	ENSG00000103148	NNC	293	B057463
B084717	ENSG00000172113	FSM	194	B087183
B100032	ENSG00000172113	NIC	144	B100032
B091113	ENSG00000172113	NNC	174	B091113
B049404	ENSG00000157349	FSM	328	B049740
B073182	ENSG00000157349	NIC	233	B080300
B074510	ENSG00000157349	NNC	229	B074510
B036835	ENSG00000183018	FSM	398	B036045
B059135	ENSG00000183018	NIC	286	B059135
B051229	ENSG00000183018	NNC	320	B066532
B064557	ENSG00000128789	FSM	264	B071130
B106549	ENSG00000128789	NIC	121	B106549
B057708	ENSG00000128789	NNC	292	B057708
B055402	ENSG00000184271	FSM	301	B062638
B068992	ENSG00000184271	NIC	248	B068992
B095691	ENSG00000184271	NNC	159	B101624
B037282	ENSG00000100429	FSM	395	B039236
B054989	ENSG00000100429	NIC	303	B068384
B049087	ENSG00000100429	NNC	330	B049087
B043864	ENSG00000115526	FSM	356	B057387
B089802	ENSG00000115526	NIC	178	B089802
B058928	ENSG00000115526	NNC	287	B058929
B027377	ENSG00000117971	FSM	468	B027377
B052026	ENSG00000117971	NIC	316	B062927
B106700	ENSG00000117971	NNC	121	B106700
B014001	ENSG00000115339	FSM	633	B021043
B078164	ENSG00000115339	NIC	216	B078164
B068478	ENSG00000115339	NNC	250	B068478
B099923	ENSG00000166822	FSM	144	B106474
B101301	ENSG00000166822	NIC	140	B104426
B102759	ENSG00000166822	NNC	135	B109319
B104562	ENSG00000134324	FSM	128	B107060
B051805	ENSG00000134324	NIC	317	B051805
B056761	ENSG00000134324	NNC	296	B056761
B034558	ENSG00000164855	FSM	413	B035428
B064637	ENSG00000164855	NIC	264	B070695
B049977	ENSG00000164855	NNC	326	B049977
B101511	ENSG00000005469	FSM	139	B106281
B070643	ENSG00000005469	NIC	242	B070643
B056850	ENSG00000005469	NNC	296	B048108
B054006	ENSG00000155324	FSM	307	B054006
B055252	ENSG00000155324	NIC	302	B056690
B030903	ENSG00000155324	NNC	440	B031823
B061949	ENSG00000049860	FSM	274	B061949
B055250	ENSG00000049860	NIC	302	B055250
B086146	ENSG00000049860	NNC	190	B086834
B066505	ENSG00000161016	FSM	257	B071107
B081797	ENSG00000161016	NIC	204	B081797
B091487	ENSG00000161016	NNC	173	B095107
B083118	ENSG00000115317	FSM	199	B083118
B029907	ENSG00000115317	NIC	447	B035846
B059461	ENSG00000115317	NNC	285	B059461
B001995	ENSG00000132953	FSM	1151	B004092
B070306	ENSG00000132953	NIC	243	B070306
B060412	ENSG00000132953	NNC	281	B060412
B088110	ENSG00000130725	FSM	183	B088110
B105247	ENSG00000130725	NIC	126	B110652
B091460	ENSG00000130725	NNC	173	B091460
B058539	ENSG00000119383	FSM	288	B055013
B046173	ENSG00000119383	NIC	344	B035326
B065337	ENSG00000119383	NNC	262	B071986
B084414	ENSG00000290921	FSM	195	B085632
B044473	ENSG00000290921	NIC	353	B044473
B079193	ENSG00000290921	NNC	213	B079193
B038075	ENSG00000181007	FSM	390	B038371
B109758	ENSG00000181007	NIC	110	B109758
B025743	ENSG00000181007	NNC	484	B038371
B079506	ENSG00000112208	FSM	211	B089876
B105763	ENSG00000112208	NIC	124	B105763
B103077	ENSG00000112208	NNC	134	B103641
B081036	ENSG00000204065	FSM	206	B090180
B108387	ENSG00000204065	NIC	115	B109996
B070467	ENSG00000204065	NNC	243	B070467
B074270	ENSG00000113360	FSM	229	B074270
B065453	ENSG00000113360	NIC	261	B065453
B055151	ENSG00000113360	NNC	303	B055151
B090925	ENSG00000037241	FSM	174	B099640
B113174	ENSG00000037241	NIC	98	B113174
B113565	ENSG00000037241	NNC	97	B113565
B059248	ENSG00000090060	FSM	285	B059248
B055024	ENSG00000090060	NIC	303	B055024
B064753	ENSG00000090060	NNC	264	B064970
B036218	ENSG00000054277	FSM	402	B036218
B067097	ENSG00000054277	NIC	255	B067097
B052197	ENSG00000054277	NNC	316	B052197
B050047	ENSG00000100580	FSM	325	B064171
B092539	ENSG00000100580	NIC	169	B096855
B066420	ENSG00000100580	NNC	258	B066420
B000713	ENSG00000151240	FSM	1449	B000713
B043401	ENSG00000151240	NIC	359	B033038
B060646	ENSG00000151240	NNC	280	B061646
B099382	ENSG00000167996	FSM	146	B099382
B111557	ENSG00000167996	NIC	104	B111557
B101718	ENSG00000167996	NNC	139	B104262
B073414	ENSG00000241399	FSM	232	B084381
B102193	ENSG00000241399	NIC	137	B102193
B068476	ENSG00000241399	NNC	250	B068476
B015938	ENSG00000160803	FSM	601	B019056
B075531	ENSG00000160803	NIC	225	B075531
B033203	ENSG00000160803	NNC	423	B039062
B050092	ENSG00000151151	FSM	325	B050092
B062029	ENSG00000151151	NIC	274	B069809
B042374	ENSG00000151151	NNC	365	B043126
B058010	ENSG00000126777	FSM	290	B058010
B004512	ENSG00000126777	NIC	931	B005719
B028100	ENSG00000126777	NNC	462	B028100
B063536	ENSG00000141956	FSM	268	B063536
B067311	ENSG00000141956	NIC	254	B067311
B026048	ENSG00000141956	NNC	481	B026048
B060733	ENSG00000143156	FSM	279	B067930
B051380	ENSG00000143156	NIC	319	B051380
B067930	ENSG00000143156	NNC	252	B067930
B065945	ENSG00000106772	FSM	259	B065945
B057886	ENSG00000106772	NIC	291	B044437
B001140	ENSG00000106772	NNC	1310	B001140
B006143	ENSG00000160957	FSM	851	B007793
B052558	ENSG00000160957	NIC	314	B052558
B037434	ENSG00000160957	NNC	395	B037434
B014580	ENSG00000128573	FSM	623	B011932
B050383	ENSG00000128573	NIC	324	B056103
B093072	ENSG00000128573	NNC	168	B093072
B103174	ENSG00000088356	FSM	133	B103959
B087247	ENSG00000088356	NIC	186	B087247
B088319	ENSG00000088356	NNC	183	B090147
B072598	ENSG00000175806	FSM	235	B072598
B083925	ENSG00000175806	NIC	197	B083925
B094160	ENSG00000175806	NNC	164	B094160
B099610	ENSG00000140386	FSM	145	B099610
B038747	ENSG00000140386	NIC	386	B038747
B063400	ENSG00000140386	NNC	269	B063400
B072868	ENSG00000187672	FSM	234	B073986
B019430	ENSG00000187672	NIC	551	B019430
B012700	ENSG00000187672	NNC	660	B011172
B053372	ENSG00000106331	FSM	310	B053372
B062275	ENSG00000106331	NIC	273	B064680
B059197	ENSG00000106331	NNC	286	B064680
B067490	ENSG00000176890	FSM	253	B077258
B061555	ENSG00000176890	NIC	276	B061555
B080626	ENSG00000176890	NNC	208	B080626
B034828	ENSG00000147140	FSM	411	B034828
B054313	ENSG00000147140	NIC	306	B054313
B067217	ENSG00000147140	NNC	255	B071573
B067780	ENSG00000290796	FSM	252	B075938
B084158	ENSG00000290796	NIC	196	B084158
B072207	ENSG00000290796	NNC	237	B072207
B109982	ENSG00000145996	FSM	109	B109982
B057403	ENSG00000145996	NIC	293	B062614
B097813	ENSG00000145996	NNC	152	B103032
B082844	ENSG00000291151	FSM	200	B082844
B101569	ENSG00000291151	NIC	139	B105485
B066940	ENSG00000291151	NNC	256	B066940
B026082	ENSG00000131831	FSM	480	B026082
B024439	ENSG00000131831	NIC	496	B026082
B060656	ENSG00000131831	NNC	280	B060890
B057323	ENSG00000157895	FSM	293	B068082
B064867	ENSG00000157895	NIC	263	B068082
B087967	ENSG00000157895	NNC	184	B088294
B026089	ENSG00000256294	FSM	480	B023086
B013650	ENSG00000256294	NIC	640	B014577
B023280	ENSG00000256294	NNC	508	B014577
B085379	ENSG00000155329	FSM	192	B096374
B108078	ENSG00000155329	NIC	116	B112060
B082397	ENSG00000155329	NNC	202	B082397
B044771	ENSG00000138029	FSM	351	B044771
B047177	ENSG00000138029	NIC	339	B037698
B059717	ENSG00000138029	NNC	284	B067830
B039017	ENSG00000162736	FSM	384	B040845
B054272	ENSG00000162736	NIC	306	B054272
B054354	ENSG00000162736	NNC	306	B054354
B068854	ENSG00000122417	FSM	248	B068854
B045201	ENSG00000122417	NIC	349	B033438
B092984	ENSG00000122417	NNC	168	B092984
B057133	ENSG00000075089	FSM	294	B066611
B073741	ENSG00000075089	NIC	231	B073741
B058456	ENSG00000075089	NNC	289	B058456
B062702	ENSG00000093010	FSM	271	B062702
B057641	ENSG00000093010	NIC	292	B057641
B084272	ENSG00000093010	NNC	196	B088442
B059752	ENSG00000153936	FSM	283	B074252
B056180	ENSG00000153936	NIC	298	B056180
B097174	ENSG00000153936	NNC	154	B097174
B003514	ENSG00000105397	FSM	1002	B003514
B047374	ENSG00000105397	NIC	338	B047374
B056269	ENSG00000105397	NNC	298	B056269
