unique_id	gene	category	length	cluster	msa_depth	plddt_mean	frac_plddt70	frac_plddt90	ptm	n_res
B010754	ENSG00000135392	FSM	702	B015334	19696	57.70	0.3889	0.1396	0.349	702
B010764	ENSG00000118690	FSM	702	B010764	1748	83.39	0.8191	0.7179	0.793	702
B010791	ENSG00000147789	NNC	702	B011473	16468	60.47	0.5627	0.0071	0.313	702
B010807	ENSG00000100092	FSM	701	B015649	10030	68.54	0.5763	0.4123	0.411	701
B010854	ENSG00000106246	FSM	700	B013710	1709	69.43	0.6286	0.3329	0.664	700
B010941	ENSG00000119778	FSM	698	B015069	10852	61.38	0.5043	0.2464	0.419	698
B010992	ENSG00000115616	FSM	697	B010992	10447	64.37	0.5495	0.0760	0.609	697
B011018	ENSG00000162650	FSM	696	B011018	2799	49.31	0.1739	0.0445	0.246	696
B011036	ENSG00000119041	NIC	696	B008185	1662	86.39	0.9239	0.4943	0.661	696
B011114	ENSG00000123485	FSM	694	B013972	383	43.47	0.1455	0.0274	0.268	694
B011237	ENSG00000145191	NNC	692	B011237	6700	70.83	0.6618	0.0939	0.633	692
B011291	ENSG00000139517	FSM	690	B018212	17234	73.20	0.7232	0.2638	0.494	690
B011348	ENSG00000135424	NIC	689	B011348	2875	79.46	0.7707	0.4819	0.596	689
B011352	ENSG00000157741	NIC	689	B016612	628	41.67	0.0624	0.0000	0.272	689
B011421	ENSG00000152520	FSM	687	B011421	2133	51.67	0.3130	0.1557	0.44	687
B011457	ENSG00000088247	NNC	687	B018766	7844	60.19	0.4032	0.2038	0.254	687
B011473	ENSG00000147789	FSM	686	B011473	16560	60.56	0.5773	0.0044	0.305	686
B011474	ENSG00000197579	FSM	686	B011640	12834	50.90	0.2726	0.0671	0.344	686
B011482	ENSG00000130684	NIC	686	B011482	8171	63.64	0.5044	0.0000	0.326	686
B011498	ENSG00000187187	NNC	686	B011695	13756	69.40	0.7070	0.0219	0.347	686
B011549	ENSG00000167377	NNC	685	B017783	12042	65.39	0.6847	0.0000	0.382	685
B011564	ENSG00000119203	FSM	684	B013233	12948	87.25	0.9167	0.5424	0.709	684
B011611	ENSG00000100296	FSM	683	B016109	2267	80.94	0.8331	0.3748	0.601	683
B011622	ENSG00000262655	FSM	683	B007470	17024	76.97	0.7247	0.2621	0.436	683
B011623	ENSG00000141456	FSM	683	B016410	651	57.15	0.3031	0.1420	0.388	683
B011625	ENSG00000100991	FSM	683	B012930	950	82.89	0.8067	0.5988	0.821	683
B011833	ENSG00000055130	FSM	678	B013984	9961	81.60	0.8481	0.2419	0.585	678
B011884	ENSG00000166484	NIC	677	B011884	23389	59.22	0.4003	0.2009	0.48	677
B011886	ENSG00000085433	NIC	677	B012652	8157	60.05	0.4136	0.2747	0.498	677
B011967	ENSG00000114166	FSM	675	B007982	11972	79.97	0.8015	0.5081	0.428	675
B012045	ENSG00000163681	NNC	674	B012045	2207	74.30	0.6691	0.4466	0.285	674
B012052	ENSG00000129245	FSM	673	B012238	3445	65.56	0.5290	0.3150	0.43	673
B012062	ENSG00000079819	FSM	673	B012062	8342	65.43	0.5022	0.3804	0.57	673
B012086	ENSG00000065150	FSM	672	B015581	3853	91.21	0.9554	0.7619	0.842	672
B012109	ENSG00000163349	NIC	672	B013377	1347	37.65	0.0000	0.0000	0.165	672
B012170	ENSG00000108239	NIC	671	B010864	6184	56.36	0.3815	0.2817	0.476	671
B012192	ENSG00000131653	FSM	670	B018508	8273	79.32	0.7896	0.4672	0.488	670
B012193	ENSG00000102910	FSM	670	B011133	22821	76.24	0.7925	0.1194	0.635	670
B012201	ENSG00000152942	FSM	670	B016130	5906	65.81	0.5657	0.1179	0.581	670
B012233	ENSG00000100425	NNC	670	B012233	18964	77.72	0.7358	0.5224	0.444	670
B012322	ENSG00000198538	NNC	668	B015643	1882	32.57	0.0000	0.0000	0.193	668
B012328	ENSG00000127481	NNC	668	B012328	2222	82.21	0.8743	0.2695	0.601	668
B012330	ENSG00000005156	NNC	668	B012330	7655	79.41	0.7904	0.4760	0.53	668
B012349	ENSG00000047315	FSM	667	B012349	17815	88.23	0.9655	0.5382	0.771	667
B012350	ENSG00000197043	FSM	667	B012350	10416	90.11	0.9205	0.7586	0.597	667
B012353	ENSG00000147324	FSM	667	B013167	1108	83.64	0.8291	0.6012	0.845	667
B012360	ENSG00000163848	NIC	667	B012360	11653	47.67	0.2039	0.0135	0.292	667
B012365	ENSG00000185344	NIC	667	B008943	9175	69.51	0.5952	0.0360	0.467	667
B012382	ENSG00000131437	NNC	667	B014720	29280	76.80	0.7451	0.1934	0.707	667
B012399	ENSG00000073464	FSM	666	B010081	14584	84.66	0.8769	0.4219	0.806	666
B012449	ENSG00000198538	FSM	665	B015643	3436	33.06	0.0000	0.0000	0.205	665
B012454	ENSG00000173193	FSM	665	B012454	12258	84.24	0.8436	0.6301	0.387	665
B012542	ENSG00000146376	FSM	663	B017018	6782	74.30	0.6350	0.4691	0.749	663
B012546	ENSG00000076864	FSM	663	B012546	5583	66.66	0.5460	0.4721	0.623	663
B012587	ENSG00000157601	FSM	662	B013726	8577	82.70	0.8565	0.4366	0.606	662
B012600	ENSG00000118482	NIC	662	B012600	863	44.16	0.0211	0.0000	0.207	662
B012618	ENSG00000139116	NNC	662	B016203	6918	71.86	0.6163	0.4517	0.575	662
B012633	ENSG00000091127	FSM	661	B012633	5702	77.89	0.7640	0.5234	0.725	661
B012700	ENSG00000187672	NNC	660	B011172	1547	74.88	0.6803	0.4167	0.286	660
B012745	ENSG00000140598	NIC	659	B016605	20822	76.49	0.7527	0.2398	0.762	659
B012755	ENSG00000162607	FSM	658	B012755	6979	58.04	0.4179	0.2903	0.563	658
B012765	ENSG00000003989	FSM	658	B014230	18331	75.01	0.7325	0.1049	0.74	658
B012767	ENSG00000165209	FSM	658	B012767	12826	71.12	0.6307	0.5046	0.53	658
B012843	ENSG00000007402	NIC	657	B012843	2614	78.71	0.7641	0.4049	0.776	657
B012845	ENSG00000135048	NIC	657	B012845	2046	91.11	0.9680	0.7002	0.881	657
B012904	ENSG00000198919	FSM	655	B012904	716	64.46	0.5191	0.1466	0.448	655
B012905	ENSG00000118777	FSM	655	B017016	17032	82.23	0.8412	0.5099	0.781	655
B012932	ENSG00000153113	NNC	655	B012932	1287	52.31	0.2214	0.0000	0.223	655
B012951	ENSG00000149474	FSM	654	B013014	6652	63.91	0.5459	0.2278	0.473	654
B012957	ENSG00000044574	FSM	654	B013170	33314	85.84	0.8853	0.5657	0.786	654
B012991	ENSG00000100425	FSM	653	B020234	11835	71.29	0.6248	0.4196	0.471	653
B013023	ENSG00000115183	NNC	653	B013023	6676	88.40	0.9464	0.5651	0.725	653
B013045	ENSG00000135828	FSM	652	B016287	9281	88.12	0.8896	0.6779	0.665	652
B013047	ENSG00000117597	FSM	652	B013047	3704	83.03	0.8113	0.6350	0.85	652
B013049	ENSG00000154529	FSM	652	B017303	11734	80.29	0.7807	0.3865	0.654	652
B013050	ENSG00000058600	FSM	652	B013050	1453	75.00	0.7316	0.3328	0.372	652
B013098	ENSG00000099834	FSM	651	B009708	1762	75.38	0.6851	0.5422	0.545	651
B013152	ENSG00000177239	FSM	650	B013152	14523	78.69	0.7200	0.6369	0.718	650
B013184	ENSG00000135912	FSM	649	B013184	13594	78.46	0.7581	0.6302	0.789	649
B013280	ENSG00000044574	NNC	648	B013170	33076	85.81	0.8904	0.5633	0.781	648
B013297	ENSG00000102057	FSM	647	B015134	20029	67.04	0.5951	0.1978	0.475	647
B013329	ENSG00000162613	NNC	647	B018766	7834	61.34	0.4281	0.1685	0.25	647
B013334	ENSG00000143669	NNC	647	B013451	7699	76.05	0.7372	0.2643	0.51	647
B013363	ENSG00000151835	NIC	646	B011761	2878	86.98	0.9071	0.5882	0.791	646
B013368	ENSG00000106443	NIC	646	B019210	17879	69.44	0.6331	0.1796	0.48	646
B013447	ENSG00000107404	FSM	644	B011877	10396	51.73	0.2733	0.0140	0.277	644
B013453	ENSG00000126804	NIC	644	B013453	3924	54.31	0.3665	0.1211	0.324	644
B013454	ENSG00000167377	NIC	644	B017783	8940	59.65	0.5559	0.0000	0.352	644
B013490	ENSG00000167114	FSM	643	B017611	9075	87.96	0.9331	0.5583	0.829	643
B013508	ENSG00000131437	NIC	643	B014720	28989	77.45	0.7683	0.2177	0.725	643
B013517	ENSG00000111490	NNC	643	B013517	6495	55.80	0.3717	0.2006	0.495	643
B013528	ENSG00000204256	NNC	643	B012522	17483	62.12	0.4075	0.2815	0.344	643
B013553	ENSG00000197024	FSM	642	B013553	12714	57.82	0.4393	0.1090	0.333	642
B013566	ENSG00000166432	NIC	642	B013566	1887	50.19	0.2477	0.0545	0.232	642
B013607	ENSG00000080839	NIC	641	B017985	2731	66.79	0.5507	0.3651	0.621	641
B013650	ENSG00000256294	NIC	640	B014577	9827	58.97	0.3219	0.0000	0.321	640
B013671	ENSG00000148337	NNC	640	B013671	383	42.77	0.0719	0.0391	0.239	640
B013684	ENSG00000143079	FSM	639	B015848	2233	61.54	0.4022	0.3239	0.342	639
B013695	ENSG00000154162	FSM	639	B012714	12551	83.79	0.8654	0.5493	0.519	639
B013772	ENSG00000049618	NIC	638	B013772	5382	50.13	0.1897	0.1348	0.343	638
B013845	ENSG00000184939	FSM	636	B016409	17410	63.28	0.6116	0.0094	0.309	636
B013846	ENSG00000197863	FSM	636	B018822	13082	60.34	0.5708	0.0000	0.354	636
B013896	ENSG00000138074	FSM	635	B013896	12365	74.89	0.7087	0.3134	0.766	635
B013931	ENSG00000073417	NNC	635	B008906	10793	81.09	0.7906	0.5795	0.6	635
B013973	ENSG00000101191	NIC	634	B009963	11928	51.98	0.2114	0.1262	0.283	634
B014001	ENSG00000115339	FSM	633	B021043	12270	87.13	0.8673	0.7156	0.811	633
B014014	ENSG00000263002	NIC	633	B014577	6381	67.97	0.7314	0.0000	0.334	633
B014086	ENSG00000263002	NNC	632	B014577	6513	65.77	0.6266	0.0000	0.32	632
B014101	ENSG00000090621	FSM	631	B017882	23478	75.76	0.7147	0.4881	0.406	631
B014105	ENSG00000153815	FSM	631	B012264	7762	78.37	0.7718	0.4532	0.691	631
B014107	ENSG00000085760	FSM	631	B014107	23134	81.51	0.8558	0.2219	0.624	631
B014113	ENSG00000143324	FSM	631	B014113	7132	74.98	0.7116	0.2187	0.645	631
B014176	ENSG00000197150	FSM	630	B013812	21983	80.46	0.8683	0.2683	0.715	630
B014184	ENSG00000163521	FSM	630	B014534	14605	91.89	0.9222	0.8714	0.894	630
B014216	ENSG00000116580	NNC	630	B014216	1681	53.60	0.2460	0.0460	0.25	630
B014317	ENSG00000121417	NIC	628	B020564	20045	57.97	0.5143	0.0016	0.386	628
B014328	ENSG00000168172	NIC	628	B009819	2690	82.09	0.8137	0.4618	0.348	628
B014344	ENSG00000198231	NNC	628	B008089	24650	66.82	0.5287	0.4029	0.563	628
B014380	ENSG00000085552	NIC	627	B014380	2154	54.82	0.3429	0.1563	0.337	627
B014524	ENSG00000163346	NIC	624	B014524	1179	55.64	0.3510	0.1010	0.334	624
B014533	ENSG00000167595	NIC	624	B015062	446	48.47	0.2099	0.0449	0.278	624
B014536	ENSG00000266028	NIC	624	B014536	8933	84.40	0.8365	0.6026	0.558	624
B014541	ENSG00000134109	NNC	624	B017928	8009	74.08	0.6955	0.5657	0.725	624
B014543	ENSG00000094975	NNC	624	B014543	1879	50.47	0.2292	0.1330	0.294	624
B014580	ENSG00000128573	FSM	623	B011932	12088	58.12	0.3981	0.1252	0.283	623
B014600	ENSG00000214022	NIC	623	B018198	8633	60.00	0.5136	0.0000	0.29	623
B014624	ENSG00000084444	FSM	622	B022387	779	76.90	0.7186	0.4566	0.734	622
B014628	ENSG00000198909	FSM	622	B014628	17660	66.61	0.5450	0.3955	0.525	622
B014635	ENSG00000113494	FSM	622	B016186	3052	57.98	0.3794	0.2524	0.452	622
B014656	ENSG00000126012	FSM	622	B010379	18553	69.39	0.6463	0.1109	0.664	622
B014704	ENSG00000134215	FSM	621	B020885	9572	83.92	0.8438	0.6747	0.791	621
B014706	ENSG00000114416	FSM	621	B022820	3370	68.10	0.5620	0.3865	0.437	621
B014755	ENSG00000132128	FSM	620	B010755	684	66.54	0.5726	0.2403	0.654	620
B014820	ENSG00000141576	FSM	619	B014820	11548	58.46	0.4362	0.3005	0.559	619
B014853	ENSG00000140553	NNC	619	B014853	11357	85.77	0.8627	0.6139	0.725	619
B014874	ENSG00000126214	FSM	618	B016135	5266	71.37	0.6327	0.4417	0.49	618
B014951	ENSG00000131845	FSM	617	B018231	10529	57.77	0.5381	0.0000	0.374	617
B014998	ENSG00000163050	NNC	617	B014998	10957	66.78	0.5462	0.2820	0.635	617
B015020	ENSG00000176293	FSM	616	B015310	17454	66.50	0.7240	0.0000	0.361	616
B015030	ENSG00000162852	FSM	616	B009839	1317	47.87	0.1526	0.0682	0.291	616
B015051	ENSG00000103994	NIC	616	B008643	4205	57.57	0.4286	0.2614	0.529	616
B015125	ENSG00000135338	NNC	615	B016331	1460	62.47	0.4309	0.3041	0.289	615
B015148	ENSG00000198682	FSM	614	B019046	17914	90.80	0.9544	0.7410	0.75	614
B015194	ENSG00000167182	FSM	613	B015640	19193	45.82	0.1321	0.0000	0.244	613
B015244	ENSG00000142945	FSM	612	B009829	21531	74.59	0.7157	0.3382	0.67	612
B015303	ENSG00000147804	NNC	612	B019260	9135	69.59	0.6062	0.1062	0.479	612
B015325	ENSG00000164292	FSM	611	B025108	2774	80.65	0.7971	0.4714	0.596	611
B015333	ENSG00000023228	FSM	611	B015516	19000	91.79	0.9820	0.7480	0.895	611
B015377	ENSG00000051382	FSM	610	B015377	8223	87.60	0.8754	0.6262	0.875	610
B015378	ENSG00000085274	FSM	610	B021400	12906	60.24	0.5230	0.1426	0.32	610
B015455	ENSG00000153132	FSM	609	B016738	8930	75.25	0.7126	0.4187	0.618	609
B015550	ENSG00000102890	FSM	607	B015550	2363	88.18	0.9012	0.6672	0.662	607
B015560	ENSG00000166478	FSM	607	B018007	6522	51.50	0.3229	0.0132	0.327	607
B015582	ENSG00000189144	NIC	607	B017483	19072	65.88	0.5206	0.0000	0.321	607
B015631	ENSG00000149050	FSM	606	B021201	9027	53.81	0.4455	0.0050	0.363	606
B015678	ENSG00000182504	NNC	606	B015678	3709	63.71	0.5347	0.3581	0.535	606
B015702	ENSG00000066279	FSM	605	B015702	3804	79.64	0.8198	0.2926	0.759	605
B015827	ENSG00000076201	FSM	603	B022293	11044	69.22	0.5191	0.4677	0.594	603
B015882	ENSG00000169683	FSM	602	B015882	8692	78.74	0.7442	0.1960	0.373	602
B015886	ENSG00000180530	FSM	602	B010037	339	46.78	0.1030	0.0000	0.222	602
B015892	ENSG00000095787	FSM	602	B015892	5652	49.58	0.1944	0.1246	0.299	602
B015906	ENSG00000116141	NIC	602	B013367	24417	61.37	0.4502	0.3571	0.395	602
B015913	ENSG00000120756	NNC	602	B021592	9467	85.90	0.8322	0.7027	0.812	602
B015938	ENSG00000160803	FSM	601	B019056	10897	58.33	0.2562	0.0116	0.242	601
B015942	ENSG00000136643	FSM	601	B015942	10428	49.34	0.2762	0.0749	0.401	601
B015999	ENSG00000102996	FSM	600	B015999	16409	76.94	0.7100	0.4650	0.493	600
B016001	ENSG00000178229	FSM	600	B018116	13895	67.31	0.6683	0.0017	0.357	600
B016004	ENSG00000121892	FSM	600	B021246	2175	90.39	0.9467	0.7950	0.79	600
B016025	ENSG00000196757	NIC	600	B016953	21792	72.86	0.7000	0.0000	0.324	600
B016081	ENSG00000198569	FSM	599	B016081	13343	75.20	0.7028	0.2437	0.755	599
B016083	ENSG00000084463	FSM	599	B016083	1999	59.39	0.2671	0.1669	0.374	599
B016096	ENSG00000131778	NIC	599	B016096	22908	68.57	0.5810	0.1419	0.421	599
B016109	ENSG00000100296	NIC	599	B016109	2341	83.79	0.8798	0.3907	0.674	599
B016145	ENSG00000142149	FSM	598	B016145	18389	57.67	0.4130	0.3177	0.523	598
B016199	ENSG00000164169	NNC	598	B016199	1658	79.26	0.7793	0.4632	0.757	598
B016266	ENSG00000072736	FSM	596	B016266	2774	56.06	0.3725	0.2685	0.361	596
B016275	ENSG00000176853	FSM	596	B016275	1699	69.43	0.6393	0.1544	0.693	596
B016336	ENSG00000137842	FSM	595	B019035	2446	87.30	0.8538	0.7395	0.839	595
B016392	ENSG00000163655	FSM	594	B016862	20114	85.20	0.8889	0.4377	0.832	594
B016410	ENSG00000141456	NIC	594	B016410	1006	54.75	0.2391	0.0842	0.3	594
B016449	ENSG00000143614	FSM	593	B023668	2012	56.13	0.3086	0.0978	0.306	593
B016516	ENSG00000197121	FSM	592	B017199	6126	91.46	0.9645	0.7466	0.904	592
B016524	ENSG00000197863	NIC	592	B011695	13951	63.31	0.6047	0.0287	0.371	592
B016529	ENSG00000113580	NIC	592	B011940	13698	47.58	0.2534	0.1014	0.281	592
B016535	ENSG00000109944	NIC	592	B012692	262	42.39	0.0608	0.0000	0.207	592
B016573	ENSG00000103067	FSM	591	B024077	5325	69.73	0.6633	0.2809	0.534	591
B016575	ENSG00000162645	FSM	591	B017452	6009	85.50	0.9103	0.4298	0.789	591
B016646	ENSG00000173327	FSM	590	B011835	15861	55.98	0.3390	0.1644	0.4	590
B016673	ENSG00000006704	NNC	590	B014690	1450	67.19	0.5661	0.3542	0.279	590
B016700	ENSG00000147118	FSM	589	B013696	14335	67.76	0.7012	0.0000	0.39	589
B016703	ENSG00000127580	FSM	589	B011285	6365	71.11	0.6367	0.4380	0.555	589
B016804	ENSG00000106263	NNC	588	B016804	9655	63.46	0.5204	0.0034	0.448	588
B016812	ENSG00000151458	NNC	588	B016812	8724	58.98	0.4031	0.3265	0.502	588
B016844	ENSG00000186300	FSM	587	B016953	19265	66.95	0.6831	0.0000	0.348	587
B016912	ENSG00000113758	FSM	586	B020875	3478	55.99	0.3345	0.1672	0.278	586
B016914	ENSG00000092820	FSM	586	B020876	7338	84.70	0.8311	0.6314	0.741	586
B016917	ENSG00000148584	FSM	586	B021318	15639	65.52	0.5990	0.1297	0.476	586
B016922	ENSG00000117114	FSM	586	B016922	8266	53.21	0.2730	0.0085	0.495	586
B016967	ENSG00000088179	NNC	586	B024576	15950	73.90	0.6502	0.5444	0.561	586
B016998	ENSG00000185728	FSM	585	B023274	5943	55.49	0.3162	0.2735	0.443	585
B017016	ENSG00000118777	NIC	585	B017016	18660	85.44	0.8940	0.5487	0.807	585
B017041	ENSG00000204209	NNC	585	B014619	1438	54.22	0.3060	0.2205	0.417	585
B017098	ENSG00000197858	NNC	584	B017098	2483	85.08	0.8784	0.4229	0.825	584
B017109	ENSG00000048028	FSM	583	B017109	5262	70.97	0.6449	0.3877	0.59	583
B017111	ENSG00000136141	FSM	583	B020302	19313	65.89	0.5283	0.3756	0.395	583
B017175	ENSG00000197429	FSM	582	B017175	15826	84.54	0.8574	0.5464	0.672	582
B017188	ENSG00000004487	FSM	582	B018563	18326	72.21	0.6512	0.5498	0.57	582
B017205	ENSG00000133138	NIC	582	B017205	13601	77.54	0.7560	0.3333	0.62	582
B017228	ENSG00000120451	NNC	582	B017228	2944	50.24	0.3058	0.0000	0.327	582
B017246	ENSG00000176024	FSM	581	B027779	8017	61.51	0.5680	0.0310	0.401	581
B017335	ENSG00000143393	NIC	580	B012115	3578	69.24	0.5603	0.3759	0.633	580
B017360	ENSG00000133104	NNC	580	B017360	1484	58.00	0.3603	0.0741	0.377	580
B017372	ENSG00000117480	FSM	579	B017372	11811	93.48	0.9585	0.8912	0.912	579
B017388	ENSG00000198105	FSM	579	B023284	14166	54.34	0.4335	0.0846	0.377	579
B017394	ENSG00000118900	NIC	579	B014202	779	44.99	0.0777	0.0052	0.221	579
B017411	ENSG00000143951	NIC	579	B011637	1536	69.98	0.6079	0.3851	0.679	579
B017420	ENSG00000168172	NNC	579	B022305	2080	80.90	0.7686	0.4801	0.286	579
B017442	ENSG00000153975	FSM	578	B020285	4712	76.37	0.7405	0.4412	0.631	578
B017449	ENSG00000048471	NIC	578	B017449	1338	56.95	0.3287	0.2059	0.277	578
B017451	ENSG00000082641	NIC	578	B017451	4138	54.07	0.2837	0.1419	0.362	578
B017463	ENSG00000179950	NIC	578	B021178	13245	63.38	0.5156	0.1367	0.395	578
B017476	ENSG00000165240	NNC	578	B017476	28217	71.15	0.6834	0.1886	0.299	578
B017483	ENSG00000189144	FSM	577	B017483	11743	66.12	0.4575	0.0000	0.32	577
B017501	ENSG00000101811	FSM	577	B025357	18249	57.66	0.3432	0.1369	0.292	577
B017502	ENSG00000056277	FSM	577	B011727	2015	49.89	0.2392	0.0000	0.231	577
B017551	ENSG00000073711	NNC	577	B017551	3846	74.18	0.6534	0.5719	0.715	577
B017554	ENSG00000169131	NNC	577	B022153	15722	60.93	0.5251	0.0000	0.329	577
B017560	ENSG00000103365	FSM	576	B017560	4446	71.24	0.6632	0.3802	0.338	576
B017595	ENSG00000198492	NIC	576	B023274	5979	56.20	0.3299	0.2708	0.451	576
B017620	ENSG00000100784	NNC	576	B020694	21867	68.29	0.5486	0.2066	0.544	576
B017651	ENSG00000180479	FSM	575	B020961	12824	68.93	0.7061	0.0643	0.366	575
B017727	ENSG00000184381	FSM	574	B022292	9772	88.65	0.8815	0.7021	0.882	574
B017732	ENSG00000268750	NIC	574	B021005	12758	59.87	0.4599	0.0000	0.357	574
B017736	ENSG00000013374	NIC	574	B016787	1714	72.75	0.6672	0.0976	0.679	574
B017766	ENSG00000197535	NNC	574	B017766	17257	76.87	0.7648	0.4059	0.776	574
B017801	ENSG00000114541	NIC	573	B013429	1542	51.60	0.1780	0.1030	0.294	573
B017815	ENSG00000171456	NIC	573	B017815	2394	57.22	0.3368	0.1832	0.315	573
B017817	ENSG00000111859	NIC	573	B017817	11112	57.85	0.3630	0.2426	0.383	573
B017842	ENSG00000071205	NNC	573	B017842	9833	89.67	0.9511	0.7208	0.695	573
B017852	ENSG00000105726	FSM	572	B017852	11311	81.37	0.8357	0.3129	0.717	572
B017858	ENSG00000145901	FSM	572	B020399	1225	71.49	0.6136	0.4336	0.292	572
B017862	ENSG00000159840	FSM	572	B020296	12430	59.10	0.4038	0.1486	0.384	572
B017863	ENSG00000092964	FSM	572	B023142	15465	88.98	0.8636	0.8094	0.834	572
B017868	ENSG00000063046	FSM	572	B018350	2060	47.30	0.0524	0.0000	0.185	572
B017870	ENSG00000103546	FSM	572	B016035	19028	73.04	0.7517	0.0490	0.749	572
B017882	ENSG00000090621	NIC	572	B017882	23218	70.06	0.6276	0.3147	0.362	572
B017892	ENSG00000134697	NNC	572	B014012	14618	70.22	0.6259	0.3427	0.596	572
B017918	ENSG00000100722	FSM	571	B011876	3368	54.88	0.2960	0.0806	0.236	571
B017919	ENSG00000141076	FSM	571	B017919	2195	87.45	0.8932	0.6270	0.874	571
B017958	ENSG00000145901	NIC	571	B020399	1232	71.60	0.6112	0.4361	0.291	571
B017968	ENSG00000066557	NNC	571	B020455	5181	74.96	0.7741	0.1086	0.506	571
B018052	ENSG00000139517	NNC	570	B018212	16369	69.09	0.6193	0.3070	0.405	570
B018063	ENSG00000110330	FSM	569	B028342	20527	77.87	0.7750	0.3814	0.363	569
B018096	ENSG00000012211	NIC	569	B019767	10358	60.31	0.4429	0.1863	0.49	569
B018102	ENSG00000054267	NIC	569	B015105	5041	48.72	0.1002	0.0879	0.291	569
B018106	ENSG00000013364	NNC	569	B025325	2789	79.02	0.7627	0.3480	0.424	569
B018127	ENSG00000136040	FSM	568	B022431	2740	86.37	0.8662	0.6461	0.866	568
B018140	ENSG00000111880	FSM	568	B017593	7334	84.94	0.8627	0.6180	0.595	568
B018150	ENSG00000178229	NIC	568	B018116	14702	69.58	0.7025	0.0299	0.369	568
B018151	ENSG00000006607	NIC	568	B010478	4658	48.13	0.1866	0.1039	0.352	568
B018177	ENSG00000179941	FSM	567	B018177	1859	69.93	0.6526	0.3563	0.667	567
B018191	ENSG00000135637	FSM	567	B018191	694	74.59	0.7019	0.3439	0.68	567
B018198	ENSG00000214022	FSM	567	B018198	8613	62.94	0.5397	0.0000	0.288	567
B018231	ENSG00000131845	NIC	567	B018231	10565	57.82	0.5062	0.0000	0.343	567
B018240	ENSG00000092203	NNC	567	B020536	12497	48.08	0.1270	0.0899	0.287	567
B018262	ENSG00000027001	FSM	566	B016951	7012	93.17	0.9770	0.8604	0.911	566
B018264	ENSG00000154760	FSM	566	B027514	1968	85.49	0.8799	0.4700	0.851	566
B018342	ENSG00000030582	NIC	565	B018342	3947	73.08	0.6761	0.1469	0.264	565
B018349	ENSG00000166833	NIC	565	B010829	1311	41.40	0.0000	0.0000	0.147	565
B018356	ENSG00000135365	NIC	565	B018356	15253	54.75	0.3416	0.1858	0.241	565
B018370	ENSG00000075539	NNC	565	B018370	807	64.93	0.5327	0.2743	0.609	565
B018372	ENSG00000112659	NNC	565	B018372	9070	71.53	0.6637	0.2726	0.575	565
B018407	ENSG00000174358	FSM	564	B022512	13112	84.10	0.9273	0.2801	0.823	564
B018408	ENSG00000170959	FSM	564	B018408	944	72.43	0.6277	0.3617	0.669	564
B018410	ENSG00000204842	NIC	564	B018410	947	43.13	0.0372	0.0213	0.241	564
B018458	ENSG00000180263	FSM	563	B018458	18103	86.27	0.8792	0.6536	0.696	563
B018474	ENSG00000234284	FSM	563	B027342	13050	68.24	0.7318	0.0000	0.375	563
B018500	ENSG00000050405	NIC	563	B016065	11630	50.97	0.1670	0.0906	0.301	563
B018527	ENSG00000151491	FSM	562	B018527	10933	69.98	0.5819	0.3363	0.41	562
B018532	ENSG00000092470	FSM	562	B018532	2604	78.18	0.7206	0.5534	0.692	562
B018587	ENSG00000147324	NNC	562	B013167	5400	81.24	0.8345	0.4804	0.803	562
B018603	ENSG00000173064	FSM	561	B022190	528	73.83	0.6524	0.3369	0.481	561
B018636	ENSG00000146776	NIC	561	B018636	2216	45.49	0.0873	0.0089	0.22	561
B018670	ENSG00000181544	NNC	561	B018670	651	63.13	0.4742	0.0606	0.48	561
B018673	ENSG00000094804	FSM	560	B025587	5484	65.45	0.5571	0.1089	0.55	560
B018676	ENSG00000100350	FSM	560	B011566	4374	85.58	0.8661	0.6321	0.797	560
B018682	ENSG00000204560	FSM	560	B029719	19944	87.75	0.9286	0.5964	0.787	560
B018751	ENSG00000159259	FSM	559	B034345	13625	74.39	0.6369	0.5528	0.709	559
B018767	ENSG00000285547	FSM	559	B018767	14761	72.41	0.6225	0.5546	0.689	559
B018835	ENSG00000198342	FSM	558	B016953	13807	67.98	0.6326	0.0125	0.363	558
B018838	ENSG00000087074	FSM	558	B018838	1847	47.41	0.1326	0.0556	0.281	558
B018951	ENSG00000068354	NIC	557	B018951	6741	70.19	0.5835	0.5530	0.687	557
B019004	ENSG00000125686	FSM	556	B021121	1532	82.76	0.7986	0.4424	0.771	556
B019017	ENSG00000198742	FSM	556	B023292	18201	79.38	0.7914	0.4478	0.654	556
B019075	ENSG00000197959	FSM	555	B019075	10512	84.12	0.8703	0.4180	0.597	555
B019146	ENSG00000140598	FSM	554	B024925	10292	76.15	0.7383	0.2726	0.714	554
B019159	ENSG00000119912	FSM	554	B019159	7035	93.09	0.9675	0.8646	0.866	554
